Date,NKY,SPX,USDJPY,VIX,available_count,missing_count,weekday
2024-05-15,38385.73,5308.15,154.87,12.45,4,0,Wednesday
2024-05-16,38920.26,5297.1,155.38,12.42,4,0,Thursday
2024-05-17,38787.38,5303.27,155.65,11.99,4,0,Friday
2024-05-20,39069.68,5308.13,156.24,12.15,4,0,Monday
2024-05-21,38946.93,5321.41,156.15,11.86,4,0,Tuesday
2024-05-22,38617.1,5307.01,156.77,12.29,4,0,Wednesday
2024-05-23,39103.22,5267.84,156.93,12.77,4,0,Thursday
2024-05-24,38646.11,5304.72,156.99,11.93,4,0,Friday
2024-05-27,38900.02,,156.86,12.36,3,1,Monday
2024-05-28,38855.37,5306.04,157.16,12.92,4,0,Tuesday
2024-05-29,38556.87,5266.95,157.6,14.28,4,0,Wednesday
2024-05-30,38054.13,5235.48,156.81,14.47,4,0,Thursday
2024-05-31,38487.9,5277.51,157.31,12.92,4,0,Friday
2024-06-03,38923.03,5283.4,156.1,13.11,4,0,Monday
2024-06-04,38837.46,5291.34,154.87,13.16,4,0,Tuesday
2024-06-05,38490.17,5354.03,156.1,12.63,4,0,Wednesday
2024-06-06,38703.51,5352.96,155.6,12.58,4,0,Thursday
2024-06-07,38683.93,5346.99,156.7,12.22,4,0,Friday
2024-06-10,39038.16,5360.79,157.02,12.74,4,0,Monday
2024-06-11,39134.79,5375.32,157.07,12.85,4,0,Tuesday
2024-06-12,38876.71,5421.03,156.71,12.04,4,0,Wednesday
2024-06-13,38720.47,5433.74,157.02,11.94,4,0,Thursday
2024-06-14,38814.56,5431.6,157.37,12.66,4,0,Friday
2024-06-17,38102.44,5473.23,157.71,12.75,4,0,Monday
2024-06-18,38482.11,5487.03,157.85,12.3,4,0,Tuesday
2024-06-19,38570.76,,158.08,12.48,3,1,Wednesday
2024-06-20,38633.02,5473.17,158.9,13.28,4,0,Thursday
2024-06-21,38596.47,5464.62,159.79,13.2,4,0,Friday
2024-06-24,38804.65,5447.87,159.59,13.33,4,0,Monday
2024-06-25,39173.15,5469.3,159.69,12.84,4,0,Tuesday
2024-06-26,39667.07,5477.9,160.79,12.55,4,0,Wednesday
2024-06-27,39341.54,5482.87,160.74,12.24,4,0,Thursday
2024-06-28,39583.08,5460.48,160.83,12.44,4,0,Friday
2024-07-01,39631.06,5475.09,161.45,12.22,4,0,Monday
2024-07-02,40074.69,5509.01,161.44,12.03,4,0,Tuesday
2024-07-03,40580.76,5537.02,161.68,12.09,4,0,Wednesday
2024-07-04,40913.65,,161.25,12.26,3,1,Thursday
2024-07-05,40912.37,5567.19,160.72,12.48,4,0,Friday
2024-07-08,40780.7,5572.85,160.81,12.37,4,0,Monday
2024-07-09,41580.17,5576.98,161.31,12.51,4,0,Tuesday
2024-07-10,41831.99,5633.91,161.67,12.85,4,0,Wednesday
2024-07-11,42224.02,5584.54,158.8,12.92,4,0,Thursday
2024-07-12,41190.68,5615.35,157.89,12.46,4,0,Friday
2024-07-15,,5631.22,158.01,13.12,3,1,Monday
2024-07-16,41275.08,5667.2,158.34,13.19,4,0,Tuesday
2024-07-17,41097.69,5588.27,156.16,14.48,4,0,Wednesday
2024-07-18,40126.35,5544.59,157.37,15.93,4,0,Thursday
2024-07-19,40063.79,5505.0,157.49,16.52,4,0,Friday
2024-07-22,39599.0,5564.41,157.0,14.91,4,0,Monday
2024-07-23,39594.39,5555.74,155.58,14.72,4,0,Tuesday
2024-07-24,39154.85,5427.13,153.87,18.04,4,0,Wednesday
2024-07-25,37869.51,5399.22,153.93,18.46,4,0,Thursday
2024-07-26,37667.41,5459.1,153.72,16.39,4,0,Friday
2024-07-29,38468.63,5463.54,154.01,16.6,4,0,Monday
2024-07-30,38525.95,5436.44,152.76,17.69,4,0,Tuesday
2024-07-31,39101.82,5522.3,149.98,16.36,4,0,Wednesday
2024-08-01,38126.33,5446.68,149.36,18.59,4,0,Thursday
2024-08-02,35909.7,5346.56,146.54,23.39,4,0,Friday
2024-08-05,31458.42,5186.33,144.17,38.57,4,0,Monday
2024-08-06,34675.46,5240.03,144.3,27.71,4,0,Tuesday
2024-08-07,35089.62,5199.5,146.69,27.85,4,0,Wednesday
2024-08-08,34831.15,5319.31,147.28,23.79,4,0,Thursday
2024-08-09,35025.0,5344.16,146.61,20.37,4,0,Friday
2024-08-12,,5344.39,147.19,20.71,3,1,Monday
2024-08-13,36232.51,5434.43,146.82,18.12,4,0,Tuesday
2024-08-14,36442.43,5455.21,147.31,16.19,4,0,Wednesday
2024-08-15,36726.64,5543.22,149.27,15.23,4,0,Thursday
2024-08-16,38062.67,5554.25,147.58,14.8,4,0,Friday
2024-08-19,37388.62,5608.25,146.57,14.65,4,0,Monday
2024-08-20,38062.92,5597.12,145.25,15.88,4,0,Tuesday
2024-08-21,37951.8,5620.85,145.26,16.27,4,0,Wednesday
2024-08-22,38211.01,5570.64,146.26,17.55,4,0,Thursday
2024-08-23,38364.27,5634.61,144.37,15.86,4,0,Friday
2024-08-26,38110.22,5616.84,144.52,16.15,4,0,Monday
2024-08-27,38288.62,5625.8,143.95,15.43,4,0,Tuesday
2024-08-28,38371.76,5592.18,144.57,17.11,4,0,Wednesday
2024-08-29,38362.53,5591.96,144.98,15.65,4,0,Thursday
2024-08-30,38647.75,5648.4,146.16,15.0,4,0,Friday
2024-09-02,38700.87,,146.9,15.55,3,1,Monday
2024-09-03,38686.31,5528.93,145.47,20.72,4,0,Tuesday
2024-09-04,37047.61,5520.07,143.73,21.32,4,0,Wednesday
2024-09-05,36657.09,5503.41,143.44,19.9,4,0,Thursday
2024-09-06,36391.47,5408.42,142.27,22.38,4,0,Friday
2024-09-09,36215.75,5471.05,143.17,19.45,4,0,Monday
2024-09-10,36159.16,5495.52,142.43,19.08,4,0,Tuesday
2024-09-11,35619.77,5554.13,142.35,17.69,4,0,Wednesday
2024-09-12,36833.27,5595.76,141.79,17.07,4,0,Thursday
2024-09-13,36581.76,5626.02,140.82,16.56,4,0,Friday
2024-09-16,,5633.09,140.6,17.14,3,1,Monday
2024-09-17,36203.22,5634.58,142.4,17.61,4,0,Tuesday
2024-09-18,36380.17,5618.26,142.27,18.23,4,0,Wednesday
2024-09-19,37155.33,5713.64,142.62,16.33,4,0,Thursday
2024-09-20,37723.91,5702.55,143.91,16.15,4,0,Friday
2024-09-23,,5718.57,143.6,15.89,3,1,Monday
2024-09-24,37940.59,5732.93,143.21,15.39,4,0,Tuesday
2024-09-25,37870.26,5722.26,144.75,15.41,4,0,Wednesday
2024-09-26,38925.63,5745.37,144.8,15.37,4,0,Thursday
2024-09-27,39829.56,5738.17,142.19,16.96,4,0,Friday
2024-09-30,37919.55,5762.48,143.62,16.73,4,0,Monday
2024-10-01,38651.97,5708.75,143.56,19.26,4,0,Tuesday
2024-10-02,37808.76,5709.54,146.46,18.9,4,0,Wednesday
2024-10-03,38552.06,5699.94,146.92,20.49,4,0,Thursday
2024-10-04,38635.62,5751.07,148.71,19.21,4,0,Friday
2024-10-07,39332.74,5695.94,148.18,22.64,4,0,Monday
2024-10-08,38937.54,5751.13,148.19,21.42,4,0,Tuesday
2024-10-09,39277.96,5792.04,149.29,20.86,4,0,Wednesday
2024-10-10,39380.89,5780.05,148.56,20.93,4,0,Thursday
2024-10-11,39605.8,5815.03,149.13,20.46,4,0,Friday
2024-10-14,,5859.85,149.75,19.7,3,1,Monday
2024-10-15,39910.55,5815.26,149.19,20.64,4,0,Tuesday
2024-10-16,39180.3,5842.47,149.62,19.58,4,0,Wednesday
2024-10-17,38911.19,5841.47,150.2,19.11,4,0,Thursday
2024-10-18,38981.75,5864.67,149.52,18.03,4,0,Friday
2024-10-21,38954.6,5853.98,150.83,18.37,4,0,Monday
2024-10-22,38411.96,5851.2,151.06,18.2,4,0,Tuesday
2024-10-23,38104.86,5797.42,152.75,19.24,4,0,Wednesday
2024-10-24,38143.29,5809.86,151.82,19.08,4,0,Thursday
2024-10-25,37913.92,5808.12,152.3,20.33,4,0,Friday
2024-10-28,38605.53,5823.52,153.28,19.8,4,0,Monday
2024-10-29,38903.68,5832.92,153.35,19.34,4,0,Tuesday
2024-10-30,39277.39,5813.67,153.41,20.35,4,0,Wednesday
2024-10-31,39081.25,5705.45,152.03,23.16,4,0,Thursday
2024-11-01,38053.67,5728.8,152.98,21.88,4,0,Friday
2024-11-04,,5712.69,152.13,21.98,3,1,Monday
2024-11-05,38474.9,5782.76,151.6,20.49,4,0,Tuesday
2024-11-06,39480.67,5929.04,154.63,16.27,4,0,Wednesday
2024-11-07,39381.41,5973.1,152.93,15.2,4,0,Thursday
2024-11-08,39500.37,5995.54,152.63,14.94,4,0,Friday
2024-11-11,39533.32,6001.35,153.71,14.97,4,0,Monday
2024-11-12,39376.09,5983.99,154.6,14.71,4,0,Tuesday
2024-11-13,38721.66,5985.38,155.45,14.02,4,0,Wednesday
2024-11-14,38535.7,5949.17,156.25,14.31,4,0,Thursday
2024-11-15,38642.91,5870.62,154.34,16.14,4,0,Friday
2024-11-18,38220.85,5893.62,154.65,15.58,4,0,Monday
2024-11-19,38414.43,5916.98,154.65,16.35,4,0,Tuesday
2024-11-20,38352.34,5917.11,155.43,17.16,4,0,Wednesday
2024-11-21,38026.17,5948.71,154.51,16.87,4,0,Thursday
2024-11-22,38283.85,5969.34,154.74,15.24,4,0,Friday
2024-11-25,38780.14,5987.37,154.21,14.6,4,0,Monday
2024-11-26,38442.0,6021.63,153.1,14.1,4,0,Tuesday
2024-11-27,38134.97,5998.74,151.1,14.1,4,0,Wednesday
2024-11-28,38349.06,,151.54,13.9,3,1,Thursday
2024-11-29,38208.03,6032.38,149.75,13.51,4,0,Friday
2024-12-02,38513.02,6047.15,149.59,13.34,4,0,Monday
2024-12-03,39248.86,6049.88,149.59,13.3,4,0,Tuesday
2024-12-04,39276.39,6086.49,150.6,13.45,4,0,Wednesday
2024-12-05,39395.6,6075.11,150.08,13.54,4,0,Thursday
2024-12-06,39091.17,6090.27,150.03,12.77,4,0,Friday
2024-12-09,39160.5,6052.85,151.19,14.19,4,0,Monday
2024-12-10,39367.58,6034.91,151.95,14.18,4,0,Tuesday
2024-12-11,39372.23,6084.19,152.45,13.58,4,0,Wednesday
2024-12-12,39849.14,6051.25,152.62,13.92,4,0,Thursday
2024-12-13,39470.44,6051.09,153.64,13.81,4,0,Friday
2024-12-16,39457.49,6074.08,154.15,14.69,4,0,Monday
2024-12-17,39364.68,6050.61,153.48,15.87,4,0,Tuesday
2024-12-18,39081.71,5872.16,154.8,27.62,4,0,Wednesday
2024-12-19,38813.58,5867.08,157.43,24.09,4,0,Thursday
2024-12-20,38701.9,5930.85,156.41,18.36,4,0,Friday
2024-12-23,39161.34,5974.07,157.16,16.78,4,0,Monday
2024-12-24,39036.85,6040.04,157.18,14.27,4,0,Tuesday
2024-12-25,39130.43,,157.4,,2,2,Wednesday
2024-12-26,39568.06,6037.59,158.0,14.73,4,0,Thursday
2024-12-27,40281.16,5970.84,157.82,15.95,4,0,Friday
2024-12-30,39894.54,5906.94,156.83,17.4,4,0,Monday
2024-12-31,,5881.63,157.18,17.35,3,1,Tuesday
2025-01-01,,,156.87,,1,3,Wednesday
2025-01-02,,5868.55,157.52,17.93,3,1,Thursday
2025-01-03,,5942.47,157.27,16.13,3,1,Friday
2025-01-06,39307.05,5975.38,157.6,16.04,4,0,Monday
2025-01-07,40083.3,5909.03,158.02,17.82,4,0,Tuesday
2025-01-08,39981.06,5918.25,158.35,17.7,4,0,Wednesday
2025-01-09,39605.09,,158.14,18.07,3,1,Thursday
2025-01-10,39190.4,5827.04,157.69,19.54,4,0,Friday
2025-01-13,,5836.22,157.47,19.19,3,1,Monday
2025-01-14,38474.3,5842.91,157.96,18.71,4,0,Tuesday
2025-01-15,38444.58,5949.91,156.47,16.12,4,0,Wednesday
2025-01-16,38572.6,5937.34,155.12,16.6,4,0,Thursday
2025-01-17,38451.46,5996.66,156.3,15.97,4,0,Friday
2025-01-20,38902.5,,155.59,15.81,3,1,Monday
2025-01-21,39027.98,6049.24,155.5,15.06,4,0,Tuesday
2025-01-22,39646.25,6086.37,156.53,15.1,4,0,Wednesday
2025-01-23,39958.87,6118.71,156.05,15.02,4,0,Thursday
2025-01-24,39931.98,6101.24,155.98,14.85,4,0,Friday
2025-01-27,39565.8,6012.28,154.49,17.9,4,0,Monday
2025-01-28,39016.87,6067.7,155.52,16.41,4,0,Tuesday
2025-01-29,39414.78,6039.31,155.2,16.56,4,0,Wednesday
2025-01-30,39513.97,6071.17,154.3,15.84,4,0,Thursday
2025-01-31,39572.49,6040.53,155.18,16.43,4,0,Friday
2025-02-03,38520.09,5994.57,154.75,18.62,4,0,Monday
2025-02-04,38798.37,6037.88,154.33,17.21,4,0,Tuesday
2025-02-05,38831.48,6061.48,152.6,15.77,4,0,Wednesday
2025-02-06,39066.53,6083.57,151.44,15.5,4,0,Thursday
2025-02-07,38787.02,6025.99,151.4,16.54,4,0,Friday
2025-02-10,38801.17,6066.44,151.99,15.81,4,0,Monday
2025-02-11,,6068.5,152.48,16.02,3,1,Tuesday
2025-02-12,38963.7,6051.97,154.41,15.89,4,0,Wednesday
2025-02-13,39461.47,6115.07,152.79,15.1,4,0,Thursday
2025-02-14,39149.43,6114.63,152.33,14.77,4,0,Friday
2025-02-17,39174.25,,151.5,15.37,3,1,Monday
2025-02-18,39270.4,6129.58,152.05,15.35,4,0,Tuesday
2025-02-19,39164.61,6144.15,151.47,15.27,4,0,Wednesday
2025-02-20,38678.04,6117.52,149.63,15.66,4,0,Thursday
2025-02-21,38776.94,6013.13,149.29,18.21,4,0,Friday
2025-02-24,,5983.25,149.71,18.98,3,1,Monday
2025-02-25,38237.79,5955.25,149.02,19.43,4,0,Tuesday
2025-02-26,38142.37,5956.06,149.08,19.1,4,0,Wednesday
2025-02-27,38256.17,5861.57,149.8,21.13,4,0,Thursday
2025-02-28,37155.5,5954.5,150.6,19.63,4,0,Friday
2025-03-03,37785.47,5849.72,149.5,22.78,4,0,Monday
2025-03-04,37331.18,5778.15,149.8,23.51,4,0,Tuesday
2025-03-05,37418.24,5842.63,148.88,21.93,4,0,Wednesday
2025-03-06,37704.93,5738.52,147.95,24.87,4,0,Thursday
2025-03-07,36887.17,5770.2,148.03,23.37,4,0,Friday
2025-03-10,37028.27,5614.56,147.26,27.86,4,0,Monday
2025-03-11,36793.11,5572.07,147.77,26.92,4,0,Tuesday
2025-03-12,36819.09,5599.3,148.25,24.23,4,0,Wednesday
2025-03-13,36790.03,5521.52,147.81,24.66,4,0,Thursday
2025-03-14,37053.1,5638.94,148.62,21.77,4,0,Friday
2025-03-17,37396.52,5675.12,149.21,20.51,4,0,Monday
2025-03-18,37845.42,5614.66,149.26,21.7,4,0,Tuesday
2025-03-19,37751.88,5675.29,148.68,19.9,4,0,Wednesday
2025-03-20,,5662.89,148.78,19.8,3,1,Thursday
2025-03-21,37677.06,5667.56,149.31,19.28,4,0,Friday
2025-03-24,37608.49,5767.57,150.69,17.48,4,0,Monday
2025-03-25,37780.54,5776.65,149.9,17.15,4,0,Tuesday
2025-03-26,38027.29,5712.2,150.58,18.33,4,0,Wednesday
2025-03-27,37799.97,5693.31,151.05,18.69,4,0,Thursday
2025-03-28,37120.33,5580.94,149.81,21.65,4,0,Friday
2025-03-31,35617.56,5611.85,149.95,22.28,4,0,Monday
2025-04-01,35624.48,5633.07,149.61,21.77,4,0,Tuesday
2025-04-02,35725.87,5670.97,149.24,21.51,4,0,Wednesday
2025-04-03,34735.93,5396.52,146.06,30.02,4,0,Thursday
2025-04-04,33780.58,5074.08,146.9,45.31,4,0,Friday
2025-04-07,31136.58,5062.25,147.84,46.98,4,0,Monday
2025-04-08,33012.58,4982.77,146.28,52.33,4,0,Tuesday
2025-04-09,31714.03,5456.9,147.72,33.62,4,0,Wednesday
2025-04-10,34609.0,5268.05,144.45,40.72,4,0,Thursday
2025-04-11,33585.58,5363.36,143.51,37.56,4,0,Friday
2025-04-14,33982.36,5405.97,142.98,30.89,4,0,Monday
2025-04-15,34267.54,5396.63,143.23,30.12,4,0,Tuesday
2025-04-16,33920.4,5275.7,141.82,32.64,4,0,Wednesday
2025-04-17,34377.6,5282.7,142.41,29.65,4,0,Thursday
2025-04-18,34730.28,,142.17,,2,2,Friday
2025-04-21,34279.92,5158.2,140.85,33.82,4,0,Monday
2025-04-22,34220.6,5287.76,141.59,30.57,4,0,Tuesday
2025-04-23,34868.63,5375.86,143.45,28.45,4,0,Wednesday
2025-04-24,35039.15,5484.77,142.63,26.47,4,0,Thursday
2025-04-25,35705.74,5525.21,143.7,24.84,4,0,Friday
2025-04-28,35839.99,5528.75,142.01,25.15,4,0,Monday
2025-04-29,,5560.83,142.36,24.17,3,1,Tuesday
2025-04-30,36045.38,5569.06,143.07,24.7,4,0,Wednesday
2025-05-01,36452.3,5604.14,145.44,24.6,4,0,Thursday
2025-05-02,36830.69,5686.67,144.95,22.68,4,0,Friday
2025-05-05,,5650.38,143.71,23.64,3,1,Monday
2025-05-06,,5606.91,142.43,24.76,3,1,Tuesday
2025-05-07,36779.66,5631.28,143.82,23.55,4,0,Wednesday
2025-05-08,36928.63,5663.94,145.92,22.48,4,0,Thursday
2025-05-09,37503.33,5659.91,145.36,21.9,4,0,Friday
2025-05-12,37644.26,5844.19,148.46,18.39,4,0,Monday
2025-05-13,38183.26,5886.55,147.48,18.22,4,0,Tuesday
2025-05-14,38128.13,5892.58,146.76,18.62,4,0,Wednesday
2025-05-15,37755.51,5916.93,145.67,17.83,4,0,Thursday
2025-05-16,37753.72,5958.38,145.63,17.24,4,0,Friday
2025-05-19,37498.63,5963.6,144.86,18.14,4,0,Monday
2025-05-20,37529.49,5940.46,144.51,18.09,4,0,Tuesday
2025-05-21,37298.98,5844.61,143.68,20.87,4,0,Wednesday
2025-05-22,36985.87,5842.01,144.01,20.28,4,0,Thursday
2025-05-23,37160.47,5802.82,142.57,22.29,4,0,Friday
2025-05-26,37531.53,,142.85,20.57,3,1,Monday
2025-05-27,37724.11,5921.54,144.33,18.96,4,0,Tuesday
2025-05-28,37722.4,5888.55,144.83,19.31,4,0,Wednesday
2025-05-29,38432.98,5912.17,144.2,19.18,4,0,Thursday
2025-05-30,37965.1,5911.69,144.06,18.57,4,0,Friday
2025-06-02,37470.67,5935.94,142.72,18.36,4,0,Monday
2025-06-03,37446.81,5970.37,144.01,17.69,4,0,Tuesday
2025-06-04,37747.45,5970.81,142.76,17.61,4,0,Wednesday
2025-06-05,37554.49,5939.3,143.55,18.48,4,0,Thursday
2025-06-06,37741.61,6000.36,144.87,16.77,4,0,Friday
2025-06-09,38088.57,6005.88,144.61,17.16,4,0,Monday
2025-06-10,38211.51,6038.81,144.86,16.95,4,0,Tuesday
2025-06-11,38421.19,6022.24,144.55,17.26,4,0,Wednesday
2025-06-12,38173.09,6045.26,143.5,18.02,4,0,Thursday
2025-06-13,37834.25,5976.97,144.1,20.82,4,0,Friday
2025-06-16,38311.33,6033.11,144.74,19.11,4,0,Monday
2025-06-17,38536.74,5982.72,145.28,21.6,4,0,Tuesday
2025-06-18,38885.15,5980.87,145.12,20.14,4,0,Wednesday
2025-06-19,38488.34,,145.46,22.17,3,1,Thursday
2025-06-20,38403.23,5967.84,146.1,20.62,4,0,Friday
2025-06-23,38354.09,6025.17,146.16,19.83,4,0,Monday
2025-06-24,38790.56,6092.18,144.93,17.48,4,0,Tuesday
2025-06-25,38942.07,6092.16,145.26,16.76,4,0,Wednesday
2025-06-26,39584.58,6141.02,144.39,16.59,4,0,Thursday
2025-06-27,40150.79,6173.07,144.67,16.32,4,0,Friday
2025-06-30,40487.39,6204.95,144.04,16.73,4,0,Monday
2025-07-01,39986.33,6198.01,143.44,16.83,4,0,Tuesday
2025-07-02,39762.48,6227.42,143.69,16.64,4,0,Wednesday
2025-07-03,39785.9,6279.35,144.93,16.38,4,0,Thursday
2025-07-04,39810.88,,144.56,17.48,3,1,Friday
2025-07-07,39587.68,6229.98,146.05,17.79,4,0,Monday
2025-07-08,39688.81,6225.52,146.57,16.81,4,0,Tuesday
2025-07-09,39821.28,6263.26,146.32,15.94,4,0,Wednesday
2025-07-10,39646.36,6280.46,146.26,15.78,4,0,Thursday
2025-07-11,39569.68,6259.75,147.42,16.4,4,0,Friday
2025-07-14,39459.62,6268.56,147.71,17.2,4,0,Monday
2025-07-15,39678.02,6243.76,148.88,17.38,4,0,Tuesday
2025-07-16,39663.4,6263.7,147.88,17.16,4,0,Wednesday
2025-07-17,39901.19,6297.36,148.62,16.52,4,0,Thursday
2025-07-18,39819.11,6296.79,148.83,16.41,4,0,Friday
2025-07-21,,6305.6,147.39,16.65,3,1,Monday
2025-07-22,39774.92,6309.62,146.64,16.5,4,0,Tuesday
2025-07-23,41171.32,6358.91,146.51,15.37,4,0,Wednesday
2025-07-24,41826.34,6363.35,147.01,15.39,4,0,Thursday
2025-07-25,41456.23,6388.64,147.67,14.93,4,0,Friday
2025-07-28,40998.27,6389.77,148.55,15.03,4,0,Monday
2025-07-29,40674.55,6370.86,148.46,15.98,4,0,Tuesday
2025-07-30,40654.7,6362.9,149.51,15.48,4,0,Wednesday
2025-07-31,41069.82,6339.39,150.76,16.72,4,0,Thursday
2025-08-01,40799.6,6238.01,147.38,20.38,4,0,Friday
2025-08-04,40290.7,6329.94,147.09,17.52,4,0,Monday
2025-08-05,40549.54,6299.19,147.61,17.85,4,0,Tuesday
2025-08-06,40794.86,6345.06,147.37,16.77,4,0,Wednesday
2025-08-07,41059.15,6340.0,147.13,16.57,4,0,Thursday
2025-08-08,41820.48,6389.45,147.73,15.15,4,0,Friday
2025-08-11,,6373.45,148.14,16.25,3,1,Monday
2025-08-12,42718.17,6445.76,147.84,14.73,4,0,Tuesday
2025-08-13,43274.67,6466.58,147.39,14.49,4,0,Wednesday
2025-08-14,42649.26,6468.54,147.76,14.83,4,0,Thursday
2025-08-15,43378.31,6449.8,147.2,15.09,4,0,Friday
2025-08-18,43714.31,6449.15,147.88,14.99,4,0,Monday
2025-08-19,43546.29,6411.37,147.68,15.57,4,0,Tuesday
2025-08-20,42888.55,6395.78,147.33,15.69,4,0,Wednesday
2025-08-21,42610.17,6370.17,148.38,16.6,4,0,Thursday
2025-08-22,42633.29,6466.91,146.95,14.22,4,0,Friday
2025-08-25,42807.82,6439.32,147.79,14.79,4,0,Monday
2025-08-26,42394.4,6465.94,147.41,14.62,4,0,Tuesday
2025-08-27,42520.27,6481.4,147.41,14.85,4,0,Wednesday
2025-08-28,42828.79,6501.86,146.93,14.43,4,0,Thursday
2025-08-29,42718.47,6460.26,147.05,15.36,4,0,Friday
2025-09-01,42188.79,,147.18,16.12,3,1,Monday
2025-09-02,42310.49,6415.54,148.34,17.17,4,0,Tuesday
2025-09-03,41938.89,6448.26,148.1,16.35,4,0,Wednesday
2025-09-04,42580.27,6502.08,148.49,15.3,4,0,Thursday
2025-09-05,43018.75,6481.5,147.41,15.18,4,0,Friday
2025-09-08,43643.81,6495.15,147.52,15.11,4,0,Monday
2025-09-09,43459.29,6512.61,147.42,15.04,4,0,Tuesday
2025-09-10,43837.67,6532.04,147.47,15.35,4,0,Wednesday
2025-09-11,44372.5,6587.47,147.2,14.71,4,0,Thursday
2025-09-12,44768.12,6584.29,147.67,14.76,4,0,Friday
2025-09-15,,6615.28,147.41,15.69,3,1,Monday
2025-09-16,44902.27,6606.76,146.5,16.36,4,0,Tuesday
2025-09-17,44790.38,6600.35,146.99,15.72,4,0,Wednesday
2025-09-18,45303.43,6631.96,148.0,15.7,4,0,Thursday
2025-09-19,45045.81,6664.36,147.97,15.45,4,0,Friday
2025-09-21,,,148.11,,1,3,Sunday
2025-09-22,45493.66,6693.75,147.72,16.1,4,0,Monday
2025-09-23,,6656.92,147.64,16.64,3,1,Tuesday
2025-09-24,45630.31,6637.97,148.91,16.18,4,0,Wednesday
2025-09-25,45754.93,6604.72,149.8,16.74,4,0,Thursday
2025-09-26,45354.99,6643.7,149.51,15.29,4,0,Friday
