"Date","Price","Open","High","Low","Vol.","Change %"
"05/17/2024","155.65","155.39","156.01","155.25","","0.17%"
"05/16/2024","155.38","154.88","155.54","153.59","","0.33%"
"05/15/2024","154.87","156.43","156.57","154.69","","-0.99%"
"05/14/2024","156.42","156.18","156.78","156.14","","0.14%"
"05/13/2024","156.20","155.74","156.31","155.56","","0.31%"
"05/10/2024","155.72","155.47","155.92","155.26","","0.17%"
"05/09/2024","155.46","155.50","155.97","155.16","","-0.01%"
"05/08/2024","155.48","154.70","155.69","154.56","","0.51%"
"05/07/2024","154.69","153.90","154.78","153.86","","0.53%"
"05/06/2024","153.88","152.88","154.01","152.81","","0.59%"
"05/03/2024","152.98","153.65","153.80","151.86","","-0.42%"
"05/02/2024","153.63","154.93","156.29","153.06","","-0.54%"
"05/01/2024","154.47","157.81","158.04","153.18","","-2.11%"
"04/30/2024","157.80","156.35","157.86","156.07","","0.94%"
"04/29/2024","156.33","157.82","160.05","154.52","","-1.26%"
"04/26/2024","158.33","155.62","158.45","154.98","","1.72%"
"04/25/2024","155.65","155.32","155.76","155.20","","0.20%"
"04/24/2024","155.34","154.83","155.39","154.73","","0.34%"
"04/23/2024","154.82","154.85","154.88","154.56","","-0.01%"
"04/22/2024","154.84","154.64","154.89","154.46","","0.14%"
"04/19/2024","154.63","154.65","154.68","153.58","","0.00%"
"04/18/2024","154.63","154.39","154.72","153.95","","0.16%"
"04/17/2024","154.38","154.72","154.76","154.16","","-0.21%"
"04/16/2024","154.71","154.27","154.80","153.90","","0.29%"
"04/15/2024","154.27","153.09","154.46","152.99","","0.65%"
"04/12/2024","153.28","153.27","153.40","152.59","","0.01%"
"04/11/2024","153.27","153.16","153.33","152.76","","0.07%"
"04/10/2024","153.17","151.75","153.25","151.68","","0.92%"
"04/09/2024","151.77","151.81","151.95","151.57","","-0.01%"
"04/08/2024","151.79","151.57","151.96","151.56","","0.12%"
"04/05/2024","151.61","151.35","151.76","150.81","","0.19%"
"04/04/2024","151.33","151.70","151.79","151.12","","-0.23%"
"04/03/2024","151.68","151.56","151.96","151.44","","0.09%"
"04/02/2024","151.55","151.65","151.82","151.46","","-0.05%"
"04/01/2024","151.63","151.32","151.78","151.22","","0.21%"
"03/29/2024","151.31","151.38","151.51","151.17","","-0.04%"
"03/28/2024","151.37","151.32","151.56","151.15","","0.03%"
"03/27/2024","151.32","151.57","151.98","151.03","","-0.15%"
"03/26/2024","151.55","151.42","151.62","151.20","","0.09%"
"03/25/2024","151.41","151.44","151.55","151.04","","-0.01%"
"03/22/2024","151.42","151.64","151.87","151.00","","-0.13%"
"03/21/2024","151.61","151.26","151.81","150.26","","0.24%"
"03/20/2024","151.25","150.89","151.88","150.73","","0.27%"
"03/19/2024","150.85","149.16","150.97","149.03","","1.15%"
"03/18/2024","149.14","149.01","149.33","148.90","","0.08%"
"03/15/2024","149.02","148.36","149.20","148.03","","0.47%"
"03/14/2024","148.32","147.76","148.37","147.43","","0.39%"
"03/13/2024","147.74","147.70","148.06","147.23","","0.04%"
"03/12/2024","147.68","146.95","148.15","146.62","","0.50%"
"03/11/2024","146.94","147.07","147.18","146.48","","-0.09%"
"03/08/2024","147.07","148.04","148.12","146.48","","-0.65%"
"03/07/2024","148.03","149.36","149.40","147.58","","-0.90%"
"03/06/2024","149.37","150.04","150.10","149.09","","-0.45%"
"03/05/2024","150.04","150.52","150.64","149.70","","-0.31%"
"03/04/2024","150.51","150.11","150.64","149.83","","0.27%"
"03/01/2024","150.11","149.98","150.73","149.95","","0.09%"
"02/29/2024","149.98","150.70","150.70","149.20","","-0.46%"
"02/28/2024","150.67","150.51","150.85","150.37","","0.11%"
"02/27/2024","150.50","150.70","150.72","150.07","","-0.13%"
"02/26/2024","150.69","150.48","150.85","150.29","","0.13%"
"02/23/2024","150.50","150.54","150.79","150.30","","-0.01%"
"02/22/2024","150.51","150.31","150.70","150.01","","0.15%"
"02/21/2024","150.28","150.01","150.41","149.85","","0.19%"
"02/20/2024","149.99","150.13","150.45","149.68","","-0.08%"
"02/19/2024","150.11","150.10","150.24","149.87","","-0.07%"
"02/16/2024","150.21","149.93","150.65","149.82","","0.20%"
"02/15/2024","149.91","150.57","150.60","149.54","","-0.43%"
"02/14/2024","150.55","150.79","150.82","150.35","","-0.16%"
"02/13/2024","150.79","149.35","150.90","149.26","","0.97%"
"02/12/2024","149.34","149.25","149.49","148.93","","0.03%"
"02/09/2024","149.30","149.33","149.60","149.01","","-0.01%"
"02/08/2024","149.31","148.19","149.51","147.93","","0.76%"
"02/07/2024","148.18","147.95","148.30","147.64","","0.16%"
"02/06/2024","147.94","148.67","148.84","147.82","","-0.49%"
"02/05/2024","148.67","148.36","148.92","148.26","","0.20%"
"02/02/2024","148.37","146.44","148.60","146.24","","1.33%"
"02/01/2024","146.42","146.89","147.13","145.89","","-0.31%"
"01/31/2024","146.88","147.61","147.91","146.01","","-0.49%"
"01/30/2024","147.60","147.51","147.95","147.10","","0.07%"
"01/29/2024","147.49","148.12","148.34","147.25","","-0.45%"
"01/26/2024","148.16","147.63","148.23","147.42","","0.35%"
"01/25/2024","147.65","147.51","147.94","147.08","","0.10%"
"01/24/2024","147.50","148.36","148.40","146.65","","-0.58%"
"01/23/2024","148.36","148.10","148.73","146.99","","0.18%"
"01/22/2024","148.09","148.28","148.32","147.62","","-0.03%"
"01/19/2024","148.14","148.13","148.82","147.84","","-0.01%"
"01/18/2024","148.15","148.15","148.32","147.65","","0.00%"
"01/17/2024","148.15","147.20","148.54","147.07","","0.66%"
"01/16/2024","147.18","145.74","147.33","145.58","","0.99%"
"01/15/2024","145.73","144.92","145.96","144.87","","0.57%"
"01/12/2024","144.90","145.29","145.57","144.36","","-0.26%"
"01/11/2024","145.28","145.75","146.43","145.26","","-0.31%"
"01/10/2024","145.73","144.48","145.86","144.32","","0.87%"
"01/09/2024","144.47","144.27","144.64","143.42","","0.17%"
"01/08/2024","144.22","144.60","144.93","143.66","","-0.30%"
"01/05/2024","144.65","144.63","145.99","143.81","","0.02%"
"01/04/2024","144.62","143.30","144.87","142.85","","0.93%"
"01/03/2024","143.29","142.00","143.75","141.86","","0.92%"
"01/02/2024","141.98","140.88","142.23","140.81","","0.79%"
"01/01/2024","140.87","140.83","140.90","140.83","","-0.13%"
"12/29/2023","141.06","141.40","141.92","140.80","","-0.23%"
"12/28/2023","141.39","141.83","141.83","140.25","","-0.31%"
"12/27/2023","141.83","142.39","142.85","141.55","","-0.39%"
"12/26/2023","142.38","142.32","142.64","142.09","","0.03%"
"12/25/2023","142.34","142.40","142.56","142.13","","-0.05%"
"12/22/2023","142.41","142.12","142.68","141.88","","0.22%"
"12/21/2023","142.10","143.57","143.58","142.04","","-1.02%"
"12/20/2023","143.56","143.83","144.10","143.26","","-0.18%"
"12/19/2023","143.82","142.82","144.97","142.25","","0.76%"
"12/18/2023","142.74","142.14","143.17","142.07","","0.42%"
"12/15/2023","142.15","141.87","142.47","141.43","","0.20%"
"12/14/2023","141.87","142.89","142.90","140.96","","-0.71%"
"12/13/2023","142.88","145.45","146.01","142.64","","-1.75%"
"12/12/2023","145.43","146.13","146.20","144.74","","-0.50%"
"12/11/2023","146.16","144.86","146.59","144.81","","0.85%"
"12/08/2023","144.93","144.11","145.22","142.50","","0.56%"
"12/07/2023","144.12","147.30","147.32","141.71","","-2.17%"
"12/06/2023","147.31","147.19","147.53","146.89","","0.11%"
"12/05/2023","147.15","147.18","147.41","146.56","","-0.03%"
"12/04/2023","147.20","146.73","147.51","146.23","","0.27%"
"12/01/2023","146.81","148.20","148.35","146.66","","-0.93%"
"11/30/2023","148.19","147.25","148.51","146.83","","0.65%"
"11/29/2023","147.24","147.48","147.92","146.67","","-0.16%"
"11/28/2023","147.48","148.68","148.85","147.32","","-0.80%"
"11/27/2023","148.67","149.45","149.68","148.54","","-0.52%"
"11/24/2023","149.44","149.57","149.72","149.20","","-0.08%"
"11/23/2023","149.56","149.54","149.70","148.89","","0.02%"
"11/22/2023","149.53","148.40","149.76","148.01","","0.77%"
"11/21/2023","148.39","148.38","148.61","147.15","","0.02%"
"11/20/2023","148.36","149.64","150.00","148.10","","-0.84%"
"11/17/2023","149.62","150.70","150.79","149.20","","-0.72%"
"11/16/2023","150.71","151.35","151.50","150.28","","-0.42%"
"11/15/2023","151.35","150.37","151.47","150.05","","0.65%"
"11/14/2023","150.38","151.73","151.82","150.15","","-0.88%"
"11/13/2023","151.71","151.51","151.95","151.20","","0.14%"
"11/10/2023","151.50","151.35","151.62","151.21","","0.11%"
"11/09/2023","151.34","150.97","151.40","150.77","","0.25%"
"11/08/2023","150.97","150.36","151.07","150.34","","0.42%"
"11/07/2023","150.34","150.07","150.70","149.93","","0.18%"
"11/06/2023","150.07","149.38","150.09","149.24","","0.47%"
"11/03/2023","149.37","150.46","150.53","149.20","","-0.71%"
"11/02/2023","150.44","150.95","150.98","149.84","","-0.34%"
"11/01/2023","150.95","151.72","151.72","150.66","","-0.47%"
"10/31/2023","151.67","149.11","151.76","149.02","","1.72%"
"10/30/2023","149.10","149.54","149.93","148.80","","-0.33%"
"10/27/2023","149.60","150.38","150.43","149.46","","-0.52%"
"10/26/2023","150.38","150.20","150.79","149.89","","0.11%"
"10/25/2023","150.21","149.91","150.32","149.79","","0.20%"
"10/24/2023","149.91","149.72","149.94","149.32","","0.14%"
"10/23/2023","149.70","149.80","150.01","149.55","","-0.09%"
"10/20/2023","149.84","149.78","150.06","149.74","","0.04%"
"10/19/2023","149.78","149.94","150.01","149.66","","-0.09%"
"10/18/2023","149.92","149.82","149.99","149.49","","0.08%"
"10/17/2023","149.80","149.51","149.92","149.23","","0.20%"
"10/16/2023","149.50","149.49","149.79","149.35","","-0.03%"
"10/13/2023","149.55","149.80","149.83","149.45","","-0.17%"
"10/12/2023","149.80","149.17","149.89","148.95","","0.44%"
"10/11/2023","149.15","148.71","149.37","148.42","","0.30%"
"10/10/2023","148.70","148.56","149.14","148.16","","0.13%"
"10/09/2023","148.50","149.07","149.25","148.43","","-0.55%"
"10/06/2023","149.32","148.51","149.55","148.35","","0.55%"
"10/05/2023","148.50","149.12","149.14","148.26","","-0.42%"
"10/04/2023","149.12","149.02","149.33","148.73","","0.07%"
"10/03/2023","149.02","149.87","150.19","147.39","","-0.55%"
"10/02/2023","149.85","149.48","149.93","149.45","","0.33%"
"09/29/2023","149.35","149.31","149.52","148.52","","0.04%"
"09/28/2023","149.29","149.64","149.64","149.14","","-0.23%"
"09/27/2023","149.63","149.06","149.75","148.86","","0.39%"
"09/26/2023","149.05","148.92","149.22","148.70","","0.11%"
"09/25/2023","148.88","148.37","149.00","148.25","","0.34%"
"09/22/2023","148.37","147.57","148.45","147.51","","0.54%"
"09/21/2023","147.58","148.33","148.46","147.32","","-0.51%"
"09/20/2023","148.33","147.85","148.37","147.47","","0.32%"
"09/19/2023","147.86","147.61","147.98","147.50","","0.18%"
"09/18/2023","147.60","147.74","147.88","147.56","","-0.15%"
"09/15/2023","147.82","147.49","147.99","147.34","","0.24%"
"09/14/2023","147.47","147.45","147.58","147.01","","0.01%"
"09/13/2023","147.45","147.07","147.74","147.01","","0.25%"
"09/12/2023","147.08","146.59","147.26","146.45","","0.34%"
"09/11/2023","146.58","147.02","147.28","145.90","","-0.83%"
"09/08/2023","147.81","147.30","147.88","146.58","","0.35%"
"09/07/2023","147.29","147.66","147.88","147.04","","-0.24%"
"09/06/2023","147.65","147.74","147.82","147.01","","-0.04%"
"09/05/2023","147.71","146.49","147.82","146.39","","0.85%"
"09/04/2023","146.46","146.20","146.54","146.01","","0.16%"
"09/01/2023","146.23","145.54","146.32","144.44","","0.48%"
"08/31/2023","145.53","146.23","146.26","145.35","","-0.49%"
"08/30/2023","146.24","145.90","146.59","145.56","","0.25%"
"08/29/2023","145.87","146.55","147.39","145.67","","-0.46%"
"08/28/2023","146.54","146.43","146.75","146.26","","0.09%"
"08/25/2023","146.41","145.84","146.64","145.73","","0.37%"
"08/24/2023","145.87","144.83","145.97","144.59","","0.72%"
"08/23/2023","144.83","145.89","145.90","144.54","","-0.72%"
"08/22/2023","145.88","146.19","146.40","145.49","","-0.20%"
"08/21/2023","146.17","145.34","146.41","145.14","","0.55%"
"08/18/2023","145.37","145.86","145.89","144.93","","-0.32%"
"08/17/2023","145.83","146.36","146.57","145.62","","-0.36%"
"08/16/2023","146.35","145.59","146.42","145.31","","0.54%"
"08/15/2023","145.57","145.56","145.88","145.10","","0.02%"
"08/14/2023","145.54","144.99","145.60","144.66","","0.40%"
"08/11/2023","144.96","144.73","145.06","144.42","","0.16%"
"08/10/2023","144.73","143.73","144.83","143.30","","0.70%"
"08/09/2023","143.72","143.38","143.80","143.00","","0.24%"
"08/08/2023","143.37","142.48","143.51","142.40","","0.62%"
"08/07/2023","142.49","141.80","142.62","141.52","","0.52%"
"08/04/2023","141.75","142.57","142.89","141.55","","-0.55%"
"08/03/2023","142.54","143.33","143.90","142.06","","-0.54%"
"08/02/2023","143.32","143.34","143.49","142.24","","0.00%"
"08/01/2023","143.32","142.31","143.56","142.20","","0.73%"
"07/31/2023","142.28","141.00","142.69","140.69","","0.80%"
"07/28/2023","141.15","139.45","141.19","138.07","","1.23%"
"07/27/2023","139.44","140.23","141.34","138.77","","-0.55%"
"07/26/2023","140.21","140.89","141.19","139.93","","-0.49%"
"07/25/2023","140.90","141.47","141.75","140.85","","-0.38%"
"07/24/2023","141.44","141.69","141.82","140.75","","-0.25%"
"07/21/2023","141.79","140.08","141.97","139.75","","1.23%"
"07/20/2023","140.07","139.69","140.51","139.11","","0.29%"
"07/19/2023","139.67","138.83","140.01","138.76","","0.62%"
"07/18/2023","138.81","138.71","139.15","137.70","","0.07%"
"07/17/2023","138.71","138.76","139.42","138.01","","-0.01%"
"07/14/2023","138.73","138.01","139.18","137.25","","0.51%"
"07/13/2023","138.03","138.51","138.97","137.92","","-0.34%"
"07/12/2023","138.50","140.38","140.41","138.16","","-1.33%"
"07/11/2023","140.37","141.36","141.47","140.16","","-0.67%"
"07/10/2023","141.31","142.20","143.01","141.27","","-0.53%"
"07/07/2023","142.07","144.09","144.21","142.07","","-1.38%"
"07/06/2023","144.06","144.66","144.67","143.55","","-0.40%"
"07/05/2023","144.64","144.48","144.76","144.08","","0.13%"
"07/04/2023","144.45","144.70","144.72","144.20","","-0.15%"
"07/03/2023","144.66","144.37","144.95","143.98","","0.24%"
"06/30/2023","144.32","144.77","145.08","144.20","","-0.31%"
"06/29/2023","144.77","144.49","144.92","144.13","","0.21%"
"06/28/2023","144.46","144.05","144.64","143.73","","0.27%"
"06/27/2023","144.07","143.51","144.22","143.27","","0.40%"
"06/26/2023","143.50","143.57","143.73","142.94","","-0.13%"
"06/23/2023","143.68","143.11","143.94","142.76","","0.40%"
"06/22/2023","143.11","141.89","143.26","141.61","","0.87%"
"06/21/2023","141.88","141.48","142.42","141.27","","0.31%"
"06/20/2023","141.44","141.99","142.26","141.21","","-0.38%"
"06/19/2023","141.98","141.81","142.07","141.44","","0.11%"
"06/16/2023","141.82","140.32","141.92","139.85","","1.11%"
"06/15/2023","140.27","140.08","141.52","139.94","","0.13%"
"06/14/2023","140.09","140.20","140.28","139.28","","-0.09%"
"06/13/2023","140.21","139.61","140.32","139.01","","0.44%"
"06/12/2023","139.60","139.40","139.77","139.06","","0.19%"
"06/09/2023","139.34","138.93","139.75","138.75","","0.31%"
"06/08/2023","138.91","140.13","140.24","138.81","","-0.86%"
"06/07/2023","140.11","139.64","140.26","139.02","","0.34%"
"06/06/2023","139.63","139.56","140.01","139.09","","0.06%"
"06/05/2023","139.54","139.99","140.47","139.25","","-0.29%"
"06/02/2023","139.94","138.79","140.08","138.60","","0.83%"
"06/01/2023","138.79","139.35","139.97","138.46","","-0.39%"
"05/31/2023","139.34","139.81","140.39","139.23","","-0.32%"
"05/30/2023","139.79","140.45","140.95","139.57","","-0.46%"
"05/29/2023","140.44","140.69","140.92","140.11","","-0.13%"
"05/26/2023","140.62","140.06","140.74","139.49","","0.41%"
"05/25/2023","140.05","139.48","140.26","138.82","","0.42%"
"05/24/2023","139.46","138.59","139.49","138.23","","0.64%"
"05/23/2023","138.58","138.61","138.92","138.24","","-0.01%"
"05/22/2023","138.60","138.03","138.72","137.49","","0.47%"
"05/19/2023","137.95","138.73","138.74","137.43","","-0.55%"
"05/18/2023","138.71","137.67","138.76","137.29","","0.76%"
"05/17/2023","137.67","136.39","137.72","136.30","","0.95%"
"05/16/2023","136.37","136.12","136.70","135.69","","0.19%"
"05/15/2023","136.11","135.61","136.33","135.60","","0.29%"
"05/12/2023","135.71","134.51","135.77","134.39","","0.87%"
"05/11/2023","134.54","134.36","134.85","133.74","","0.15%"
"05/10/2023","134.34","135.23","135.49","134.11","","-0.64%"
"05/09/2023","135.21","135.10","135.37","134.72","","0.10%"
"05/08/2023","135.08","134.82","135.30","134.64","","0.19%"
"05/05/2023","134.83","134.29","135.14","133.88","","0.42%"
"05/04/2023","134.27","134.70","134.89","133.50","","-0.30%"
"05/03/2023","134.68","136.56","136.63","134.69","","-1.36%"
"05/02/2023","136.53","137.50","137.78","136.31","","-0.69%"
"05/01/2023","137.48","136.30","137.54","136.19","","0.88%"
"04/28/2023","136.28","133.96","136.57","133.37","","1.75%"
"04/27/2023","133.94","133.68","134.21","133.22","","0.21%"
"04/26/2023","133.66","133.72","133.95","133.01","","-0.04%"
"04/25/2023","133.71","134.25","134.50","133.37","","-0.38%"
"04/24/2023","134.22","134.10","134.76","133.89","","0.05%"
"04/21/2023","134.15","134.24","134.51","133.55","","-0.06%"
"04/20/2023","134.23","134.72","134.98","134.01","","-0.34%"
"04/19/2023","134.69","134.12","135.14","133.94","","0.45%"
"04/18/2023","134.09","134.45","134.71","133.86","","-0.28%"
"04/17/2023","134.46","133.83","134.58","133.71","","0.52%"
"04/14/2023","133.77","132.58","133.87","132.17","","0.91%"
"04/13/2023","132.56","133.14","133.41","132.02","","-0.42%"
"04/12/2023","133.12","133.71","134.05","132.74","","-0.40%"
"04/11/2023","133.65","133.61","133.82","132.97","","0.04%"
"04/10/2023","133.60","132.13","133.89","131.83","","1.11%"
"04/07/2023","132.13","131.78","132.39","131.52","","0.28%"
"04/06/2023","131.76","131.32","131.91","130.77","","0.34%"
"04/05/2023","131.31","131.70","131.86","130.64","","-0.29%"
"04/04/2023","131.69","132.42","133.18","131.52","","-0.54%"
"04/03/2023","132.41","132.99","133.76","132.20","","-0.29%"
"03/31/2023","132.79","132.67","133.61","132.58","","0.11%"
"03/30/2023","132.65","132.86","132.98","132.20","","-0.14%"
"03/29/2023","132.84","130.89","132.89","130.76","","1.51%"
"03/28/2023","130.86","131.57","131.62","130.40","","-0.53%"
"03/27/2023","131.56","130.54","131.79","130.50","","0.67%"
"03/24/2023","130.69","130.82","130.95","129.64","","-0.09%"
"03/23/2023","130.81","131.45","131.68","130.32","","-0.48%"
"03/22/2023","131.44","132.51","133.01","131.00","","-0.79%"
"03/21/2023","132.49","131.32","132.64","131.03","","0.90%"
"03/20/2023","131.31","132.49","132.65","130.54","","-0.36%"
"03/17/2023","131.79","133.75","133.78","131.56","","-1.44%"
"03/16/2023","133.72","133.39","133.86","131.72","","0.24%"
"03/15/2023","133.40","134.23","135.13","132.22","","-0.61%"
"03/14/2023","134.22","133.19","134.91","133.03","","0.78%"
"03/13/2023","133.18","134.98","135.04","132.28","","-1.33%"
"03/10/2023","134.98","136.14","137.01","134.11","","-0.85%"
"03/09/2023","136.14","137.35","137.38","135.95","","-0.87%"
"03/08/2023","137.34","137.17","137.92","136.48","","0.15%"
"03/07/2023","137.14","135.94","137.21","135.55","","0.91%"
"03/06/2023","135.91","135.88","136.21","135.37","","0.04%"
"03/03/2023","135.86","136.77","136.79","135.74","","-0.66%"
"03/02/2023","136.76","136.17","137.11","136.01","","0.44%"
"03/01/2023","136.16","136.22","136.48","135.26","","-0.03%"
"02/28/2023","136.20","136.23","136.95","135.74","","0.00%"
"02/27/2023","136.20","136.51","136.57","135.92","","-0.19%"
"02/24/2023","136.46","134.73","136.53","134.06","","1.31%"
"02/23/2023","134.70","134.88","135.38","134.48","","-0.15%"
"02/22/2023","134.90","135.01","135.07","134.36","","-0.07%"
"02/21/2023","134.99","134.26","135.24","134.14","","0.57%"
"02/20/2023","134.23","134.17","134.55","133.92","","0.06%"
"02/17/2023","134.15","133.95","135.13","133.93","","0.16%"
"02/16/2023","133.94","134.16","134.51","133.60","","-0.13%"
"02/15/2023","134.11","133.12","134.36","132.54","","0.75%"
"02/14/2023","133.11","132.42","133.33","131.51","","0.54%"
"02/13/2023","132.40","131.41","132.94","131.31","","0.75%"
"02/10/2023","131.41","131.57","131.89","129.81","","-0.11%"
"02/09/2023","131.56","131.38","131.83","130.34","","0.14%"
"02/08/2023","131.37","131.07","131.55","130.60","","0.24%"
"02/07/2023","131.05","132.64","132.72","130.48","","-1.21%"
"02/06/2023","132.65","132.15","132.92","131.51","","1.13%"
"02/03/2023","131.17","128.67","131.24","128.33","","1.96%"
"02/02/2023","128.65","128.95","129.13","128.08","","-0.22%"
"02/01/2023","128.93","130.08","130.44","128.54","","-0.89%"
"01/31/2023","130.09","130.45","130.55","129.74","","-0.27%"
"01/30/2023","130.44","129.72","130.62","129.20","","0.45%"
"01/27/2023","129.85","130.21","130.28","129.50","","-0.28%"
"01/26/2023","130.21","129.61","130.63","129.02","","0.48%"
"01/25/2023","129.59","130.18","130.60","129.26","","-0.43%"
"01/24/2023","130.15","130.64","131.12","129.73","","-0.39%"
"01/23/2023","130.66","129.51","130.91","129.04","","0.84%"
"01/20/2023","129.57","128.44","130.63","128.35","","0.90%"
"01/19/2023","128.42","128.92","128.95","127.76","","-0.36%"
"01/18/2023","128.88","128.11","131.58","127.57","","0.59%"
"01/17/2023","128.13","128.57","129.15","127.99","","-0.32%"
"01/16/2023","128.54","127.84","128.89","127.22","","0.52%"
"01/13/2023","127.88","129.27","129.44","127.46","","-1.04%"
"01/12/2023","129.22","132.48","132.49","128.87","","-2.45%"
"01/11/2023","132.47","132.26","132.89","132.06","","0.17%"
"01/10/2023","132.25","131.89","132.49","131.38","","0.28%"
"01/09/2023","131.88","131.93","132.67","131.30","","-0.14%"
"01/06/2023","132.07","133.42","134.79","131.99","","-1.00%"
"01/05/2023","133.40","132.63","134.07","131.68","","0.59%"
"01/04/2023","132.62","131.01","132.74","129.93","","1.24%"